"SegID","split_fID","NHDPlID","WBA_P_I","StreamLeve","StreamOrde","StreamCalc","TotDASqKm","fac_cat","ele","bfh","dtf","fdep","PRISMppt30","PRISMtemp30","MAJOR1","UNIT_NAME","Reclass","dtb_cm","MUKEY","AREASYM","SPATIAL","MUSYM","taxordr","txprtsz","kwfact","ph1t12_","side_slope_1","side_slope_2","mean_slope","v_wid","vf_wid","v_vf_ratio","geom_len","CntLn_Len_m","ch_sinu","meanders","wavelength","mean_meander_length","v_ln_KM","rise_m","v_slope_precent","V_sinu"
"15001300016007_19",749,15001300223044,NA,5,2,2,4.95589994,4.48999994,9111,0.413094992129683,1.65237996851873,9276.23799685187,1396.89538574219,17.25,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1132.21142578125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.4193,5.745,6.58215,820.99,87.1102076137016,0.106103859503406,382.399942771215,326.890257645457,1.16981137806182,5,2.5,65.3780515290913,0.382,4.49000000000001,1.174,1.17
"15001300016007_2",76,15001300240569,NA,5,4,4,56.55470003,55.74730003,6073,0.706426445389101,2.8257057815564,6355.57057815564,1381.37512207031,17.3505706787109,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1133.65087890625,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.4357,0.1069,0.2713,402.872,402.87232163898,1.00000079836519,509.292663333905,458.438436865335,1.11092923799387,3,1.5,152.812812288445,1.019,1.19,0.117,1.336
"15001300016007_2",77,15001300240569,NA,5,4,4,56.55470003,55.90450003,5986,0.706850277461897,2.82740110984759,6268.74011098476,1381.37512207031,17.3505706787109,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1107.63500976562,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.8222,0.9923,0.90725,183.408,183.407515590078,0.999997358839736,509.292663333744,484.1504686207,1.05193053883573,1,0.5,484.1504686207,1.019,1.19,0.117,1.336
"15001300016007_20",78,15001300295106,NA,5,2,2,4.23739997,3.65419997,10017,0.395363224268589,1.58145289707436,10175.1452897074,1397.15014648438,17.2505931854248,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1067.61962890625,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.4579,6.6686,6.06325,1101.998,49.4774872249806,0.0448979827776281,609.297980909779,486.51257156404,1.25237869794609,3,1.5,162.170857188013,1.219,7.77,0.638,1.301
"15001300016007_20",79,15001300295106,NA,5,2,2,4.23739997,4.18759997,9462,0.407005296297487,1.62802118518995,9624.802118519,1396.89538574219,17.25,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1050.8740234375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,11.9328,6.2563,9.09455,379.441,78.756915222809,0.207560372291895,609.297980909534,521.091395376488,1.16927277309831,3,1.5,173.697131792163,1.219,7.77,0.638,1.301
"15001300016007_21",750,15001300295107,NA,5,2,2,2.62539997,2.47979997,10463,0.364025975452371,1.45610390180948,10608.6103901809,1400.2919921875,17.25,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1057.83312988281,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.1507,8.1304,6.64055,582.751,38.8074130857054,0.0665934731741437,649.889401302436,579.868764379007,1.12075255855248,5,2.5,115.973752875801,0.65,6.37,0.98,1.121
"15001300016007_22",80,15001300276883,NA,5,1,1,1.65659999,0.67849999,12402,0.276212122534552,1.10484849013821,12512.4848490138,1403.96020507812,17.2591533660889,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1360.2802734375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.3586,2.7847,5.07165,992.368,39.0789783289653,0.0393795228473362,859.300030204376,836.620894573376,1.02710801962765,3,1.5,278.873631524459,1.719,23.9,1.391,1.025
"15001300016007_22",81,15001300276883,NA,5,1,1,1.65659999,1.48789999,11384,0.326497667658701,1.30599067063481,11514.5990670635,1403.96020507812,17.2591533660889,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1196.31164550781,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.7815,10.4055,7.0935,584.654,38.4658759681625,0.0657925473325462,859.300030204444,840.615744412155,1.02222690440488,2,1,420.307872206078,1.719,23.9,1.391,1.025
"15001300016007_3",82,15001300240570,NA,5,4,4,43.50159994,42.93279994,6157,0.668198318740468,2.67279327496187,6424.27932749619,1382.83129882812,17.3519077301025,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1043.49438476562,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.1001,12.9455,6.5228,475.926,228.849988150416,0.480852040339078,772.090875288497,691.903118510535,1.11589448671742,2,1,345.951559255267,1.544,3.45,0.223,1.335
"15001300016007_3",83,15001300240570,NA,5,4,4,43.50159994,43.34999994,6084,0.669576117205661,2.67830446882264,6351.83044688226,1382.83129882812,17.3519077301025,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1073.06677246094,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.153,0.9627,0.55785,628.723,588.915243234794,0.936684745483772,772.090875288439,611.597900000867,1.26241583773807,2,1,305.798950000433,1.544,3.45,0.223,1.335
"15001300016007_4",84,15001300294917,NA,5,4,4,41.05569996,38.72289996,6552,0.653669822711354,2.61467929084542,6813.46792908454,1384.2587890625,17.341869354248,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1217.23193359375,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,4.698,8.9299,6.81395,1211.957,496.713519629136,0.409844177333961,672.270154595461,669.777468088585,1.0037216637251,2,1,334.888734044293,1.345,2.78000000000001,0.207,1.006
"15001300016007_4",85,15001300294917,NA,5,4,4,41.05569996,39.21269996,6408,0.655422242056652,2.62168896822661,6670.16889682266,1384.3134765625,17.3421363830566,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1217.23193359375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.972,11.693,6.3325,520.785,345.346452767662,0.66312672747422,672.270154595532,669.875902066148,1.0035741732491,2,1,334.937951033074,1.345,2.78000000000001,0.207,1.006
"15001300016007_5",751,15001300331148,NA,5,4,4,37.98319998,35.96249998,6645,0.643453701828281,2.57381480731312,6902.38148073131,1384.17053222656,17.3482818603516,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1228.4677734375,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,2.0452,13.5728,7.809,683.772,337.401561279765,0.493441616912897,563.653940351621,541.937998080485,1.04007089805117,1,0.5,541.937998080485,0.564,0.549999999999997,0.098,1.04
"15001300016007_6",752,15001300331149,NA,5,4,4,26.1391,14.4418,7024,0.529810622239672,2.11924248895869,7235.92424889587,1386.01599121094,17.3251705169678,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1228.4677734375,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.7324,8.0746,4.4035,887.757,648.269928859004,0.73023353108903,810.707487935975,667.247254349354,1.21500310814544,1,0.5,667.247254349354,0.811,3.02,0.373,1.215
"15001300016007_7",86,15001300294918,NA,5,4,4,24.25379999,24.03669999,7109,0.590537708838057,2.36215083535223,7345.21508353522,1388.00842285156,17.329496383667,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1064.70239257812,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.5094,3.9318,3.7206,541.506,179.24935328612,0.331020068634733,525.865104842035,427.749489014173,1.22937634841829,1,0.5,427.749489014173,1.052,2.09,0.199,1.209
"15001300016007_7",87,15001300294918,NA,5,4,4,24.25379999,24.19629999,6973,0.591370724909371,2.36548289963748,7209.54828996375,1386.04467773438,17.3446407318115,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1198.3388671875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,4.1864,4.3994,4.2929,407.079,106.622532618471,0.261920984915633,525.865104842134,441.939437522762,1.18990309574951,3,1.5,147.313145840921,1.052,2.09,0.199,1.209
"15001300016007_8",753,15001300258798,NA,5,4,4,23.4564,23.3868,7243,0.587099992765793,2.34839997106317,7477.83999710632,1388.17004394531,17.3377590179443,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1064.70239257812,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.7211,3.5965,6.6588,622.794,185.994011478266,0.298644514041989,554.053135315041,522.066249245685,1.06126978351037,3,1.5,174.022083081895,0.554,0.689999999999998,0.125,1.061
"15001300016007_9",754,15001300240766,NA,5,4,4,22.68579998,22.12669998,7265,0.580214452482482,2.32085780992993,7497.08578099299,1388.17004394531,17.3377590179443,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1076.82666015625,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.3629,6.433,3.39795,246.495,91.2731621974911,0.370284030903228,140.531438611782,129.47695752946,1.08537797993752,1,0.5,129.47695752946,0.141,0.189999999999998,0.135,1.085
"15001300018365_1",755,15001300330811,NA,5,4,4,28.93079997,28.79309997,5415,0.613690953583953,2.45476381433581,5660.47638143358,1376.58349609375,17.3852577209473,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1060.60119628906,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.0031,0.229,0.11605,441.758,441.758044993153,1.00000010185023,706.823457668641,500.203279368619,1.41307241839923,5,2.5,100.040655873724,0.70713595,1.36,0.192,1.413
"15001300018365_10",756,15001300240360,NA,5,4,4,12.54229997,12.53419997,6624,0.514062481570753,2.05624992628301,6829.6249926283,1372.60205078125,17.3680553436279,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1171.88659667969,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,2.449,0.0262,1.2376,131.318,122.007750746057,0.929101499764367,209.318423505937,208.903703197597,1.00198522238712,1,0.5,208.903703197597,0.209,0.38000000000001,0.182,1.002
"15001300018365_11",757,15001300276397,NA,5,3,3,7.59089998,7.53929998,6706,0.461310017405831,1.84524006962332,6890.52400696233,1372.60205078125,17.3680553436279,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1171.88659667969,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.5155,16.2265,8.371,276.315,141.415940786486,0.511792486062958,621.35235964404,617.645905412472,1.00600093710504,2,1,308.822952706236,0.621,2.22999999999999,0.359,1.006
"15001300018365_12",758,15001300258406,NA,5,3,3,5.6339,3.8712,6903,0.400251168439326,1.6010046737573,7063.10046737573,1371.5595703125,17.3697605133057,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1217.91796875,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,4.0245,0.809,2.41675,290.858,91.8897071594855,0.315926352926464,166.312248098567,166.298583054646,1.00008217173995,1,0.5,166.298583054646,0.166,1.04000000000001,0.625,1
"15001300018365_13",88,15001300294589,NA,5,2,2,2.17279999,1.82419999,7460,0.34098101049168,1.36392404196672,7596.39240419667,1371.73181152344,17.3472919464111,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1270.13146972656,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,8.8845,6.3515,7.618,623.866,68.2335129254238,0.10937206535606,661.510226761461,645.456164497956,1.02487242844135,2,1,322.728082248978,1.323,6.75,0.51,1.023
"15001300018365_13",89,15001300294589,NA,5,2,2,2.17279999,2.12989999,7096,0.352421342372477,1.40968536948991,7236.96853694899,1371.5595703125,17.3697605133057,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1270.13146972656,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,2.3197,12.7551,7.5374,303.491,85.4692623989928,0.281620418394591,661.510226761447,649.34014562479,1.01874222811982,1,0.5,649.34014562479,1.323,6.75,0.51,1.023
"15001300018365_14",759,15001300294591,NA,5,2,2,1.28639999,0.97689999,7772,0.298510955124654,1.19404382049862,7891.40438204986,1371.73181152344,17.3472919464111,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1291.45666503906,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.5967,8.031,7.31385,460.11,87.9850167248276,0.19122604752087,384.64605631843,376.083244060187,1.02276839607582,2,1,188.041622030093,0.385,2.2,0.572,1.023
"15001300018365_15",760,15001300330821,NA,5,2,2,0.81939999,0.46269999,7929,0.254584550755386,1.01833820302154,8030.83382030215,1370.28735351562,17.3202800750732,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1313.21594238281,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,13.523,9.5181,11.52055,230.329,56.1143413011623,0.243626904563309,161.040069380435,160.68645612061,1.00220064135063,1,0.5,160.68645612061,0.161,1.78999999999999,1.112,1.002
"15001300018365_16",761,15001300222562,NA,5,1,1,0.5092,0.1914,8778,0.210950092170323,0.843800368681291,8862.38003686813,1371.92138671875,17.3099994659424,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1281.93188476562,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,14.9747,6.7632,10.86895,733.719,39.0183938069517,0.0531789333613436,842.034591386167,825.93997817288,1.01948641988355,2,1,412.96998908644,0.842,21.43,2.545,1.019
"15001300018365_3",762,15001300240358,NA,5,4,4,20.64419995,20.47919995,5515,0.57073034752991,2.28292139011964,5743.29213901196,1376.15588378906,17.3744029998779,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1060.60119628906,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,1.7852,6.0397,3.91245,678.621,118.244961017453,0.174243003115808,894.920646318329,718.022602867073,1.24636834933176,1,0.5,718.022602867073,0.895,1.51000000000001,0.169,1.246
"15001300018365_4",90,15001300222558,NA,5,4,4,19.36519996,18.25679996,5819,0.556935315212559,2.22774126085023,6041.77412608502,1375.66418457031,17.3646621704102,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1059.41479492188,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,2.9813,6.8508,4.91605,432.316,186.879585601085,0.432275431862538,567.94764096922,520.657743159812,1.09082722466089,1,0.5,520.657743159812,1.136,2.75,0.242,1.121
"15001300018365_4",91,15001300222558,NA,5,4,4,19.36519996,18.40719996,5686,0.557909416395754,2.23163766558301,5909.1637665583,1376.15588378906,17.3744029998779,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1062.62756347656,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.2074,1.9019,2.55465,350.899,91.0033237311407,0.259343354444272,567.947640969435,494.471967323827,1.14859421463925,5,2.5,98.8943934647653,1.136,2.75,0.242,1.121
"15001300018365_5",763,15001300312905,NA,5,4,4,18.67109996,18.25289996,5986,0.55690997206324,2.22763988825296,6208.7639888253,1374.72155761719,17.3672981262207,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1081.28515625,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.0156,0.221,3.6183,245.624,80.2970510746115,0.326910444722875,868.527980858617,763.762622875992,1.13717005106655,1,0.5,763.762622875992,0.869,2.09,0.241,1.137
"15001300018365_6",92,15001300330813,NA,5,4,4,15.23819996,11.57069996,6412,0.505378702748431,2.02151481099372,6614.15148109937,1373.44165039062,17.3639621734619,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1134.24401855469,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.9423,3.8175,4.8799,1006.235,148.329564179141,0.147410459961282,960.647303087607,798.921683693447,1.20242987854141,2,1,399.460841846724,1.921,4.01,0.209,1.178
"15001300018365_6",93,15001300330813,NA,5,4,4,15.23819996,12.11449996,6196,0.51034680595809,2.04138722383236,6400.13872238324,1374.10729980469,17.370584487915,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1163.66418457031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,17.5318,1.7668,9.6493,434.712,188.512921836394,0.433650145007255,960.647303087579,836.703237068656,1.14813384307339,3,1.5,278.901079022885,1.921,4.01,0.209,1.178
"15001300018365_7",764,15001300349020,NA,5,4,4,13.89949997,13.89949997,6495,0.525508985108988,2.10203594043595,6705.2035940436,1372.60205078125,17.3680553436279,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1134.24401855469,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.5642,1.0904,0.8273,84.835,84.8350473831717,1.00000055853329,47.4673753062212,47.2232542095948,1.00516951024897,1,0.5,47.2232542095948,0.047,0.109999999999999,0.232,1.005
"15001300018365_8",765,15001300330816,NA,5,4,4,13.51899995,13.13999995,6520,0.519256734181807,2.07702693672723,6727.70269367272,1372.60205078125,17.3680553436279,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1134.24401855469,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,2.3735,0.2384,1.30595,113.098,113.097936941848,0.999999442446795,143.778466449039,135.496618915253,1.06112217116625,1,0.5,135.496618915253,0.144,0.290000000000006,0.202,1.061
"15001300018365_9",766,15001300222559,NA,5,4,4,13.14069998,13.06599998,6567,0.518632478964955,2.07452991585982,6774.45299158598,1372.60205078125,17.3680553436279,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1134.24401855469,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.6172,0.679,2.1481,474.435,198.104535899782,0.417558856112602,324.004555949733,292.487575290821,1.10775493840234,2,1,146.243787645411,0.324,0.709999999999994,0.219,1.108
"15001300018738_1",767,15001300348487,NA,5,3,3,13.32360002,13.29400002,4092,0.520547042178448,2.08218816871379,4300.21881687138,1373.42541503906,17.4414958953857,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1239.46142578125,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,0.9917,0.6467,0.8192,213.865,213.864698026582,0.999998588018527,464.602385048535,445.432615447912,1.04303629535827,1,0.5,445.432615447912,0.46481097,2.31,0.497,1.043
"15001300018738_10",768,15001300239919,NA,5,3,3,6.29619999,5.92859999,5874,0.438288644190076,1.7531545767603,6049.31545767603,1371.70629882812,17.3767719268799,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1238.40246582031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.8247,6.5314,6.17805,555.1,66.1653357736105,0.119195344575051,129.748283676826,129.716713328414,1.0002433791884,1,0.5,129.716713328414,0.13,0.540000000000006,0.416,1
"15001300018738_11",769,15001300312464,NA,5,3,3,5.1202,4.0508,5933,0.404136125726277,1.61654450290511,6094.65445029051,1371.70629882812,17.3767719268799,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1238.40246582031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,11.5327,7.1969,9.3648,290.082,96.1624807260536,0.331501026351355,161.63174779822,161.095968091343,1.00332584181482,1,0.5,161.095968091343,0.162,0.57,0.353,1.003
"15001300018738_12",770,15001300239920,NA,5,3,3,4.8086,4.8086,5982,0.419171184619149,1.6766847384766,6149.66847384766,1371.70629882812,17.3767719268799,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1238.40246582031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.0695,10.328,5.19875,86.724,68.6420316236243,0.791499834228406,49.8337062918231,49.7636226446331,1.00140833089445,1,0.5,49.7636226446331,0.05,0.329999999999998,0.662,1.001
"15001300018738_13",771,15001300222146,NA,5,2,2,2.1032,2.1032,6178,0.351475661211086,1.40590264484435,6318.59026448443,1371.01403808594,17.3575134277344,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1303.33032226562,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,17.4108,18.4373,17.92405,239.309,38.4309216724523,0.160591209158253,534.151008679604,522.290294519722,1.02270904568653,3,1.5,174.096764839907,0.534,3.17,0.593,1.023
"15001300018738_14",772,15001300258003,NA,5,2,2,1.40380002,0.73520002,6600,0.280974486773194,1.12389794709277,6712.38979470928,1371.01403808594,17.3575134277344,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1410.09704589844,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,11.1945,13.6957,12.4451,501.249,58.9526797550678,0.11761156581872,669.222399911288,663.41108022132,1.00875975675298,5,2.5,132.682216044264,0.669,6.67,0.997,1.009
"15001300018738_15",773,15001300258004,NA,5,1,1,0.6455,0.4059,7996,0.247580702915671,0.990322811662686,8095.03228116627,1370.17724609375,17.3305778503418,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1304.71203613281,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.8029,9.0162,7.90955,560.175,39.3162866183521,0.0701857216376171,985.831924861025,917.719417796463,1.07421931555955,2,1,458.859708898231,0.986,17.99,1.825,1.074
"15001300018738_3",774,15001300312462,NA,5,3,3,10.94250002,10.83510002,4541,0.498357218310151,1.9934288732406,4740.34288732406,1373.42541503906,17.4414958953857,"Sand","Alluvial, coastal and low terrace deposits","Alluvial",1247.93371582031,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.5854,5.6276,6.1065,652.059,108.568121422789,0.166500456895449,805.225775066806,742.094401728597,1.08507189003334,3,1.5,247.364800576199,0.805,5.52,0.686,1.085
"15001300018738_5",775,15001300294125,NA,5,3,3,10.2101,9.639,5106,0.486093890313968,1.94437556125587,5300.43755612559,1372.88781738281,17.4050846099854,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1082.51647949219,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.7896,6.1478,5.9687,660.665,127.962760732194,0.193687815658759,999.194480841498,911.620784610609,1.09606373363711,1,0.5,911.620784610609,0.999,6.68,0.669,1.096
"15001300018738_6",776,15001300222144,NA,5,3,3,9.33570001,8.62030001,5527,0.47466545844714,1.89866183378856,5716.86618337886,1372.32421875,17.3853359222412,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1082.51647949219,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,4.9496,4.1615,4.55555,1198.902,79.17003139681,0.0660354485994768,847.586800066347,776.980655041611,1.09087246196748,2,1,388.490327520805,0.848,1.6,0.189,1.091
"15001300018738_7",777,15001300222145,NA,5,3,3,8.36200001,8.09610001,5665,0.468364670468438,1.87345868187375,5852.34586818738,1372.32421875,17.3853359222412,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1077.78955078125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,5.2327,6.9544,6.09355,885.763,146.679557176287,0.165596843824237,315.990773420433,308.894324603965,1.0229737105904,1,0.5,308.894324603965,0.316,0.890000000000001,0.282,1.023
"15001300018738_8",778,15001300348592,NA,5,3,3,6.98889998,6.98889998,5718,0.453921200295082,1.81568480118033,5899.56848011803,1371.70629882812,17.3767719268799,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1077.78955078125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,3.3531,5.579,4.46605,26.493,26.4922001949284,0.999969810702013,25.6113119689077,25.6113119689077,1,1,0.5,25.6113119689077,0.026,0.0599999999999952,0.234,1
"15001300018738_9",779,15001300330414,NA,5,3,3,6.66499997,6.31899997,5762,0.44428280011195,1.7771312004478,5939.71312004478,1371.70629882812,17.3767719268799,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1077.78955078125,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,13.1938,16.8922,15.043,320.82,38.7853958798715,0.120894569789513,372.362688312711,364.846096378138,1.02060208950895,2,1,182.423048189069,0.372,1.29,0.346,1.021
"15001300022435_1",94,15001300313127,NA,6,3,3,12.74800006,12.29700006,6128,0.511974763732063,2.04789905492825,6332.78990549283,1382.72094726562,17.3579616546631,"Sand","Tuscaloosa Group; Gordo Formation","Alluvial",1073.06677246094,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,5.0822,0.3384,2.7103,844.491,300.53775125491,0.35588034834582,747.37497730548,534.602450101292,1.39800140677222,1,0.5,534.602450101292,1.495,2.41999999999999,0.162,1.385
"15001300022435_1",95,15001300313127,NA,6,3,3,12.74800006,12.65010006,6084,0.51507128814381,2.06028515257524,6290.02851525752,1381.37512207031,17.3505706787109,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1073.06677246094,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,18.4585,0.1364,9.29745,457.507,324.060990809041,0.708319196884508,747.37497730544,562.919840571763,1.32767567145319,1,0.5,562.919840571763,1.495,2.41999999999999,0.162,1.385
"15001300022435_10",780,15001300240571,NA,6,2,2,4.11389998,2.75699998,7571,0.372335650152062,1.48934260060825,7719.93426006083,1376.515625,17.3463764190674,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1364.64477539062,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,0.7955,11.0899,5.9427,222.484,148.444363709386,0.667213659001934,299.875500323415,299.678813546883,1.00065632526438,5,2.5,59.9357627093767,0.3,1.14999999999999,0.383,1.001
"15001300022435_11",781,15001300222660,NA,6,2,2,3.01439999,1.89949999,7741,0.343931466634623,1.37572586653849,7878.57258665385,1376.515625,17.3463764190674,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1385.39343261719,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.7482,9.3985,8.07335,514.587,105.635917999713,0.205282912315533,602.495564857389,600.582005204526,1.00318617547026,3,1.5,200.194001734842,0.602,2.61,0.433,1.003
"15001300022435_12",96,15001300313016,NA,6,1,1,0.64220002,0.29950002,8887,0.232058175600305,0.928232702401221,8979.82327024012,1373.66174316406,17.3117427825928,"Sandstone","Pottsville Formation (lower part)","Bedrock",1254.63940429688,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,6.0358,6.2349,6.13535,1041.369,49.7038709506224,0.0477293552531546,693.993125602552,618.247991956757,1.12251577786134,1,0.5,618.247991956757,1.388,22.39,1.613,1.1
"15001300022435_12",97,15001300240458,NA,6,1,1,1.33379998,1.17639998,8274,0.310563389412841,1.24225355765136,8398.22535576514,1375.51574707031,17.3355579376221,"Shale","Pottsville Formation (upper part)","Bedrock",1242.17749023438,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,7.7085,8.0913,7.8999,686.316,88.0324334941239,0.128268076941415,693.993125602385,678.577771411677,1.0227171517255,2,1,339.288885705838,1.388,22.39,1.613,1.1
"15001300022435_2",98,15001300276595,NA,6,3,3,11.69220003,11.00720003,6512,0.500032819079123,2.00013127631649,6712.01312763165,1380.95385742188,17.3379726409912,"Shale","Pottsville Formation (upper part)","Bedrock",1130.27868652344,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,9.4445,5.3304,7.38745,1021.595,208.14559348954,0.203745704990275,585.823475884904,549.690879079786,1.06573257476203,3,1.5,183.230293026595,1.172,3.51,0.3,1.189
"15001300022435_2",99,15001300276595,NA,6,3,3,11.69220003,11.27590003,6329,0.502608172411962,2.01043268964785,6530.04326896479,1382.72094726562,17.3579616546631,"Shale","Pottsville Formation (upper part)","Bedrock",1130.27868652344,657760,"US",3,"s105","Alfisols","fine-silty",0.3,5.08,10.3379,3.636,6.98695,444.898,128.086416997567,0.28790063564585,585.823475885007,471.605219418868,1.24219039943384,4,2,117.901304854717,1.172,3.51,0.3,1.189
"15001300022435_3",782,15001300294805,NA,6,3,3,10.41440003,10.41440003,6597,0.494171209753193,1.97668483901277,6794.66848390128,1380.95385742188,17.3379726409912,"Sand","Tuscaloosa Group; Coker Formation","Alluvial",1145.40209960938,657763,"US",3,"s108","Ultisols","fine-loamy",0.26,4.85,1.7178,0.9762,1.347,86.127,86.1269467378734,0.999999381586186,56.1027136232035,56.0385183129864,1.00114555688033,1,0.5,56.0385183129864,0.056,0.189999999999998,0.339,1.001
